Timestamp(ms),CO_PPM,Temperature(C),Pressure(hPa),Humidity(%),Altitude(m),Status
995005,7.05,18.63,1005.41,40.89,65.50,Warning
997025,7.05,18.63,1005.41,40.89,65.44,Warning
999045,7.05,18.63,1005.42,40.86,65.39,Warning
1001065,7.05,18.63,1005.43,40.81,65.34,Warning
1003085,6.69,18.63,1005.44,40.80,65.25,Warning
1005105,6.69,18.62,1005.44,40.74,65.20,Warning
1007127,6.69,18.62,1005.45,40.69,65.17,Warning
1009147,6.87,18.62,1005.45,40.69,65.18,Warning
1011167,6.52,18.61,1005.45,40.70,65.17,Warning
1013187,6.52,18.61,1005.45,40.70,65.16,Warning
1015207,6.35,18.61,1005.45,40.68,65.16,Warning
1017227,6.35,18.61,1005.45,40.69,65.15,Warning
1019247,6.01,18.60,1005.44,40.67,65.21,Warning
1021267,5.52,18.60,1005.44,40.64,65.20,Warning
1023287,5.35,18.59,1005.44,40.66,65.27,Warning
1025307,5.68,18.59,1005.43,40.70,65.30,Warning
1027327,5.68,18.59,1005.43,40.69,65.35,Warning
1029349,5.68,18.59,1005.42,40.69,65.42,Warning
1031369,5.35,18.58,1005.41,40.66,65.50,Warning
1033389,5.20,18.58,1005.40,40.69,65.57,Warning
1035409,5.35,18.57,1005.39,40.64,65.61,Warning
1037429,5.68,18.57,1005.40,40.72,65.54,Warning
1039449,5.35,18.56,1005.41,40.72,65.49,Warning
1041469,5.35,18.56,1005.41,40.77,65.45,Warning
1043489,5.35,18.56,1005.42,40.76,65.41,Warning
1045509,6.01,18.55,1005.42,40.78,65.38,Warning
1047529,6.01,18.55,1005.42,40.76,65.39,Warning
1049549,7.23,18.55,1005.43,40.78,65.33,Warning
1051571,6.87,18.55,1005.43,40.77,65.29,Warning
1053591,6.69,18.54,1005.43,40.78,65.32,Warning
1055611,7.23,18.54,1005.43,40.76,65.29,Warning
1057631,6.18,18.54,1005.44,40.76,65.24,Warning
1059651,5.04,18.54,1005.44,40.76,65.23,Warning
1061671,4.73,18.54,1005.44,40.82,65.22,Safe
1063691,5.20,18.54,1005.45,40.85,65.15,Warning
1065711,5.04,18.53,1005.45,40.85,65.18,Warning
1067731,4.73,18.53,1005.45,40.90,65.17,Safe
1069751,4.28,18.53,1005.45,40.91,65.16,Safe
1071771,4.28,18.53,1005.45,40.91,65.11,Safe
1073800,4.14,18.53,1005.46,40.90,65.08,Safe
1075820,4.28,18.53,1005.46,40.94,65.10,Safe
1077840,4.28,18.53,1005.46,40.99,65.07,Safe
1079860,5.35,18.53,1005.46,40.99,65.07,Warning
1081880,5.04,18.53,1005.45,40.97,65.11,Warning
1083900,5.04,18.53,1005.45,40.99,65.15,Warning
1085920,6.35,18.53,1005.44,40.99,65.19,Warning
1087940,5.52,18.53,1005.42,41.02,65.38,Warning
1089960,5.04,18.53,1005.42,41.05,65.41,Warning
1091980,5.04,18.53,1005.41,41.05,65.44,Warning
1094000,5.04,18.53,1005.42,41.05,65.41,Warning
1096018,5.04,18.53,1005.42,41.05,65.41,Warning
1098038,4.73,18.53,1005.42,41.11,65.41,Safe
1100058,4.43,18.53,1005.41,41.11,65.47,Safe
1102078,4.43,18.53,1005.41,41.08,65.49,Safe
1104098,5.20,18.53,1005.41,41.09,65.48,Warning
1106118,4.73,18.52,1005.41,41.09,65.50,Safe
1108138,4.73,18.52,1005.41,41.12,65.52,Safe
1110158,4.73,18.52,1005.41,41.13,65.52,Safe
1112178,4.88,18.52,1005.41,41.12,65.52,Safe
1114198,5.04,18.52,1005.41,41.12,65.46,Warning
1116218,5.20,18.52,1005.41,41.09,65.46,Warning
1118240,5.35,18.52,1005.41,41.12,65.46,Warning
1120260,5.68,18.52,1005.40,41.09,65.52,Warning
1122280,6.01,18.52,1005.41,41.08,65.50,Warning
1124300,6.18,18.52,1005.40,41.05,65.56,Warning
1126320,6.18,18.52,1005.39,41.07,65.61,Warning
1128340,6.35,18.52,1005.40,41.08,65.56,Warning
1130360,6.35,18.52,1005.40,41.11,65.56,Warning
1132380,6.18,18.52,1005.40,41.13,65.59,Warning
1134400,6.35,18.52,1005.40,41.12,65.57,Warning
1136420,6.18,18.52,1005.40,41.12,65.56,Warning
1138442,6.18,18.52,1005.40,41.09,65.57,Warning
1140462,6.01,18.52,1005.40,41.09,65.54,Warning
1142482,5.84,18.52,1005.40,41.09,65.57,Warning
1144502,6.35,18.52,1005.40,41.11,65.60,Warning
1146522,6.18,18.52,1005.40,41.17,65.60,Warning
1148542,6.18,18.52,1005.40,41.18,65.59,Warning
1150562,6.18,18.52,1005.40,41.14,65.54,Warning
1152582,7.05,18.52,1005.40,41.13,65.54,Warning
1154602,7.05,18.52,1005.40,41.14,65.54,Warning
1156622,7.05,18.52,1005.40,41.17,65.56,Warning
1158642,6.69,18.52,1005.40,41.11,65.56,Warning
1160664,6.18,18.52,1005.40,41.14,65.54,Warning
1162684,6.18,18.51,1005.40,41.08,65.57,Warning
1164704,6.87,18.51,1005.40,41.16,65.60,Warning
1166724,6.18,18.50,1005.38,41.13,65.69,Warning
1168744,5.68,18.50,1005.39,41.11,65.65,Warning
1170764,5.68,18.50,1005.39,41.11,65.66,Warning
1172784,6.18,18.50,1005.39,41.12,65.66,Warning
1174804,6.18,18.50,1005.39,41.13,65.66,Warning
1176824,5.84,18.49,1005.39,41.10,65.66,Warning
1178844,5.52,18.49,1005.38,41.08,65.70,Warning
1180864,5.52,18.49,1005.38,41.06,65.75,Warning
1182886,5.84,18.49,1005.38,41.04,65.72,Warning
1184938,5.84,18.49,1005.38,41.07,65.73,Warning
1186958,6.18,18.49,1005.38,41.09,65.77,Warning
1188978,6.18,18.49,1005.38,41.08,65.77,Warning
1190998,6.69,18.49,1005.37,41.08,65.78,Warning
1193018,6.01,18.49,1005.38,41.09,65.75,Warning
1195038,5.84,18.48,1005.37,41.09,65.80,Warning
1197058,5.68,18.49,1005.38,41.08,65.77,Warning
1199078,5.68,18.48,1005.37,41.08,65.82,Warning
1201098,5.68,18.48,1005.37,41.09,65.82,Warning
1203120,6.01,18.48,1005.37,41.12,65.79,Warning
1205140,6.01,18.48,1005.37,41.18,65.79,Warning
1207158,6.01,18.48,1005.37,41.19,65.80,Warning
1209176,6.18,18.48,1005.37,41.19,65.82,Warning
1211194,6.18,18.48,1005.37,41.19,65.85,Warning
1213212,6.01,18.48,1005.37,41.18,65.82,Warning
1215230,5.84,18.48,1005.36,41.16,65.87,Warning
1217248,6.01,18.48,1005.36,41.20,65.87,Warning
1219266,6.35,18.48,1005.37,41.19,65.85,Warning
1221284,6.01,18.47,1005.36,41.19,65.87,Warning
1223302,6.18,18.47,1005.37,41.21,65.83,Warning
1225322,6.18,18.47,1005.37,41.18,65.80,Warning
1227340,6.35,18.47,1005.38,41.18,65.74,Warning
1229358,6.52,18.47,1005.38,41.19,65.72,Warning
1231376,6.52,18.47,1005.38,41.22,65.69,Warning
1233394,7.23,18.47,1005.39,41.27,65.64,Warning
1235412,7.97,18.47,1005.40,41.30,65.58,Warning
1237430,7.59,18.47,1005.40,41.27,65.54,Warning
1239448,7.41,18.47,1005.41,41.25,65.51,Warning
1241466,6.69,18.47,1005.41,41.22,65.51,Warning
1243484,6.52,18.47,1005.41,41.22,65.47,Warning
1245502,6.35,18.47,1005.41,41.20,65.48,Warning
1247528,7.23,18.47,1005.41,41.20,65.48,Warning
1249546,7.41,18.46,1005.41,41.19,65.47,Warning
1251564,7.05,18.46,1005.41,41.17,65.47,Warning
1253582,6.69,18.46,1005.41,41.16,65.51,Warning
1255600,6.52,18.46,1005.40,41.16,65.55,Warning
1257618,6.87,18.46,1005.39,41.15,65.66,Warning
1259636,6.87,18.46,1005.38,41.14,65.70,Warning
1261654,7.23,18.46,1005.38,41.19,65.75,Warning
1263672,7.41,18.45,1005.36,41.14,65.87,Warning
1265690,7.59,18.45,1005.35,41.15,65.99,Warning
1267710,6.69,18.45,1005.34,41.11,66.06,Warning
1269728,6.52,18.45,1005.34,41.15,66.10,Warning
1271746,5.84,18.45,1005.33,41.15,66.17,Warning
1273764,6.01,18.45,1005.33,41.15,66.18,Warning
1275782,6.18,18.45,1005.32,41.14,66.20,Warning
1277800,5.84,18.45,1005.33,41.14,66.18,Warning
1279818,5.52,18.45,1005.33,41.14,66.19,Warning
1281836,5.52,18.44,1005.32,41.14,66.21,Warning
1283854,6.01,18.44,1005.32,41.15,66.19,Warning
1285872,6.35,18.44,1005.32,41.12,66.23,Warning
1287890,6.87,18.44,1005.32,41.11,66.20,Warning
1289910,6.87,18.44,1005.32,41.09,66.22,Warning
1291928,7.41,18.44,1005.32,41.12,66.22,Warning
1293946,6.18,18.44,1005.32,41.16,66.26,Warning
1295964,5.68,18.43,1005.31,41.13,66.28,Warning
1297982,7.59,18.43,1005.31,41.16,66.28,Warning
1300000,7.97,18.43,1005.31,41.16,66.28,Warning
1302018,6.35,18.43,1005.31,41.16,66.31,Warning
1304036,6.01,18.43,1005.31,41.18,66.31,Warning
1306054,6.35,18.43,1005.31,41.18,66.33,Warning
1308072,6.69,18.43,1005.31,41.18,66.32,Warning
1310090,7.41,18.43,1005.31,41.23,66.32,Warning
1312110,7.41,18.42,1005.31,41.22,66.35,Warning
1314128,7.41,18.42,1005.31,41.20,66.33,Warning
1316146,6.87,18.42,1005.31,41.16,66.34,Warning
1318164,7.41,18.42,1005.31,41.13,66.35,Warning
1320182,8.15,18.42,1005.31,41.18,66.32,Warning
1322200,8.35,18.41,1005.31,41.22,66.33,Warning
1324218,8.54,18.41,1005.31,41.22,66.28,Warning
1326236,7.59,18.41,1005.32,41.22,66.23,Warning
1328254,6.87,18.41,1005.33,41.19,66.14,Warning
1330272,6.69,18.41,1005.33,41.17,66.11,Warning
1332292,6.69,18.40,1005.33,41.17,66.12,Warning
1334310,6.87,18.40,1005.34,41.21,66.06,Warning
1336328,6.52,18.40,1005.35,41.21,66.02,Warning
1338346,6.52,18.40,1005.35,41.23,65.98,Warning
1340364,6.52,18.39,1005.35,41.23,65.97,Warning
1342382,6.35,18.39,1005.35,41.25,65.95,Warning
1344400,6.18,18.39,1005.35,41.25,65.97,Warning
1346418,6.18,18.39,1005.35,41.26,65.99,Warning
1348436,6.69,18.38,1005.35,41.26,65.98,Warning
1350454,6.69,18.38,1005.35,41.30,65.96,Warning
1352472,6.35,18.38,1005.35,41.28,65.97,Warning
1354492,6.18,18.38,1005.35,41.25,65.95,Warning
1356510,6.01,18.38,1005.35,41.24,65.99,Warning
1358528,6.69,18.38,1005.35,41.23,65.95,Warning
1360546,7.05,18.37,1005.36,41.24,65.94,Warning
1362564,6.69,18.37,1005.36,41.26,65.87,Warning
1364582,6.35,18.37,1005.36,41.26,65.86,Warning
1366600,6.52,18.37,1005.37,41.30,65.85,Warning
1368618,6.69,18.37,1005.37,41.34,65.82,Warning
1370636,6.69,18.37,1005.37,41.37,65.82,Warning
1372654,6.52,18.37,1005.37,41.35,65.83,Warning
1374672,6.18,18.37,1005.37,41.34,65.83,Warning
1376692,5.84,18.36,1005.36,41.32,65.87,Warning
1378710,5.68,18.36,1005.36,41.30,65.87,Warning
1380728,6.18,18.36,1005.36,41.30,65.88,Warning
1382746,7.41,18.36,1005.36,41.29,65.90,Warning
1384764,6.87,18.36,1005.36,41.32,65.91,Warning
1386782,6.35,18.36,1005.36,41.31,65.93,Warning
1388800,7.05,18.36,1005.35,41.35,65.98,Warning
1390818,8.54,18.36,1005.35,41.33,65.98,Warning
1392836,9.13,18.36,1005.35,41.35,66.00,Warning
1394854,8.73,18.36,1005.35,41.31,66.01,Warning
1396874,8.54,18.36,1005.35,41.31,65.99,Warning
1398892,8.15,18.36,1005.36,41.36,65.89,Warning
1400910,9.94,18.36,1005.37,41.44,65.85,Warning
1402928,8.93,18.36,1005.37,41.51,65.80,Warning
1404946,8.54,18.36,1005.37,41.48,65.79,Warning
1406964,7.23,18.36,1005.38,41.48,65.76,Warning
1408982,6.01,18.36,1005.38,41.42,65.69,Warning
1411000,5.35,18.36,1005.38,41.35,65.69,Warning
1413018,4.88,18.36,1005.38,41.32,65.69,Safe
1415036,4.73,18.36,1005.39,41.30,65.67,Safe
1417054,4.88,18.36,1005.39,41.30,65.67,Safe
1419080,5.04,18.36,1005.39,41.29,65.68,Warning
1421098,5.04,18.36,1005.39,41.32,65.67,Warning
1423116,5.68,18.36,1005.39,41.34,65.65,Warning
1425134,5.35,18.36,1005.39,41.35,65.64,Warning
1427158,5.20,18.36,1005.39,41.34,65.62,Warning
1429176,5.20,18.36,1005.40,41.37,65.60,Warning
1431194,5.04,18.36,1005.40,41.36,65.60,Warning
1433212,5.04,18.36,1005.39,41.35,65.61,Warning
1435230,5.68,18.36,1005.40,41.35,65.54,Warning
1437248,6.18,18.36,1005.41,41.40,65.52,Warning
1439266,6.18,18.36,1005.41,41.41,65.49,Warning
1441286,6.52,18.35,1005.41,41.38,65.49,Warning
1443304,6.35,18.35,1005.41,41.38,65.45,Warning
1445322,6.35,18.35,1005.41,41.38,65.46,Warning
1447340,6.69,18.35,1005.42,41.38,65.42,Warning
1449358,7.05,18.35,1005.42,41.42,65.36,Warning
1451376,7.59,18.35,1005.42,41.44,65.36,Warning
1453394,7.23,18.34,1005.43,41.46,65.35,Warning
1455412,7.59,18.34,1005.43,41.47,65.34,Warning
1457430,7.23,18.34,1005.43,41.48,65.29,Warning
1459448,6.87,18.34,1005.43,41.44,65.28,Warning
1461468,7.97,18.34,1005.44,41.42,65.24,Warning
1463486,7.05,18.34,1005.44,41.42,65.21,Warning
1465504,7.23,18.33,1005.44,41.41,65.22,Warning
1467522,7.23,18.33,1005.44,41.37,65.22,Warning
1469540,6.87,18.33,1005.45,41.39,65.18,Warning
1471558,6.87,18.32,1005.44,41.38,65.21,Warning
1473576,7.23,18.32,1005.44,41.38,65.20,Warning
1475594,6.87,18.31,1005.44,41.42,65.26,Warning
1477612,6.52,18.31,1005.43,41.40,65.27,Warning
1479630,6.87,18.31,1005.43,41.38,65.29,Warning
1481648,6.01,18.30,1005.43,41.40,65.30,Warning
1483668,5.35,18.30,1005.43,41.43,65.29,Warning
1485686,7.23,18.30,1005.43,41.40,65.30,Warning
1487704,8.73,18.30,1005.43,41.45,65.31,Warning
1489722,9.13,18.30,1005.43,41.51,65.31,Warning
1491740,8.93,18.29,1005.43,41.46,65.34,Warning
1493758,7.05,18.29,1005.43,41.40,65.34,Warning
1495776,5.68,18.29,1005.42,41.35,65.37,Warning
1497794,5.35,18.29,1005.42,41.34,65.41,Warning
1499812,5.35,18.29,1005.42,41.34,65.43,Warning
1501830,6.01,18.29,1005.42,41.38,65.43,Warning
1503848,6.52,18.28,1005.41,41.42,65.44,Warning
1505868,6.18,18.28,1005.41,41.50,65.49,Warning
1507886,6.35,18.28,1005.41,41.47,65.48,Warning
1509904,6.35,18.28,1005.41,41.50,65.44,Warning
1511922,6.35,18.27,1005.42,41.55,65.42,Warning
1513940,6.35,18.27,1005.42,41.48,65.43,Warning
1515958,5.84,18.27,1005.42,41.46,65.41,Warning
1517976,5.68,18.27,1005.42,41.42,65.39,Warning
1519994,6.01,18.26,1005.43,41.39,65.35,Warning
1522012,6.35,18.26,1005.42,41.41,65.35,Warning
1524030,6.35,18.26,1005.43,41.40,65.30,Warning
1526050,7.41,18.26,1005.43,41.41,65.29,Warning
1528068,7.97,18.26,1005.44,41.42,65.27,Warning
1530086,7.59,18.25,1005.44,41.46,65.25,Warning
1532104,8.35,18.25,1005.44,41.47,65.22,Warning
1534122,7.41,18.25,1005.44,41.48,65.23,Warning
1536140,6.52,18.25,1005.44,41.48,65.23,Warning
1538158,5.84,18.25,1005.44,41.46,65.22,Warning
1540176,6.52,18.24,1005.43,41.47,65.27,Warning
1542194,8.35,18.24,1005.43,41.51,65.30,Warning
1544212,9.13,18.24,1005.43,41.53,65.31,Warning
1546230,7.41,18.23,1005.43,41.52,65.32,Warning
1548250,6.69,18.23,1005.43,41.52,65.29,Warning
1550268,6.35,18.23,1005.43,41.54,65.29,Warning
1552286,6.69,18.23,1005.43,41.55,65.33,Warning
1554304,7.05,18.22,1005.43,41.58,65.33,Warning
1556322,7.05,18.22,1005.42,41.59,65.38,Warning
1558340,7.23,18.22,1005.42,41.58,65.38,Warning
1560358,6.69,18.22,1005.43,41.57,65.35,Warning
1562376,6.18,18.21,1005.43,41.53,65.31,Warning
1564394,6.01,18.21,1005.43,41.53,65.32,Warning
1566412,6.18,18.21,1005.43,41.52,65.32,Warning
1568430,6.52,18.21,1005.43,41.54,65.33,Warning
1570450,6.01,18.20,1005.43,41.51,65.32,Warning
1572467,5.84,18.20,1005.43,41.51,65.33,Warning
1574484,5.84,18.20,1005.43,41.53,65.35,Warning
1576501,5.68,18.20,1005.43,41.51,65.33,Warning
1578518,5.68,18.19,1005.43,41.51,65.34,Warning
1580535,5.68,18.19,1005.43,41.53,65.34,Warning
1582552,5.35,18.19,1005.43,41.54,65.34,Warning
1584569,5.35,18.19,1005.43,41.55,65.31,Warning
1586586,6.87,18.18,1005.43,41.56,65.29,Warning
1588603,6.69,18.18,1005.43,41.55,65.27,Warning
1590629,6.52,18.18,1005.44,41.57,65.26,Warning
1592647,6.69,18.18,1005.43,41.60,65.28,Warning
1594665,6.52,18.18,1005.44,41.63,65.25,Warning
1596683,6.52,18.18,1005.43,41.65,65.29,Warning
1598701,6.52,18.18,1005.44,41.66,65.26,Warning
1600719,6.69,18.18,1005.43,41.67,65.27,Warning
1602737,6.69,18.17,1005.43,41.65,65.30,Warning
1604755,6.69,18.17,1005.43,41.63,65.33,Warning
1606773,6.69,18.17,1005.42,41.62,65.39,Warning
1608791,6.52,18.17,1005.41,41.61,65.44,Warning
1610809,6.69,18.16,1005.41,41.63,65.49,Warning
1612829,7.23,18.16,1005.41,41.63,65.50,Warning
1614847,7.41,18.16,1005.40,41.58,65.55,Warning
1616865,6.87,18.16,1005.40,41.57,65.54,Warning
1618883,6.35,18.15,1005.40,41.58,65.57,Warning
1620901,7.05,18.15,1005.40,41.57,65.55,Warning
1622919,9.33,18.15,1005.40,41.59,65.56,Warning
1624937,10.15,18.15,1005.40,41.68,65.55,Warning
1626955,8.54,18.15,1005.41,41.73,65.48,Warning
1628973,8.73,18.15,1005.41,41.72,65.51,Warning
1630991,9.53,18.15,1005.41,41.80,65.48,Warning
1633009,10.15,18.14,1005.41,41.81,65.51,Warning
1635029,9.33,18.14,1005.41,41.80,65.46,Warning
1637047,8.15,18.14,1005.41,41.74,65.49,Warning
1639065,7.78,18.14,1005.41,41.67,65.51,Warning
1641083,7.41,18.14,1005.41,41.62,65.51,Warning
1643101,6.87,18.13,1005.41,41.59,65.49,Warning
1645119,6.01,18.13,1005.41,41.57,65.48,Warning
1647137,5.52,18.13,1005.41,41.53,65.52,Warning
1649155,5.35,18.13,1005.40,41.52,65.52,Warning
1651173,5.20,18.13,1005.40,41.47,65.52,Warning
1653191,5.04,18.12,1005.40,41.46,65.53,Warning
1655211,5.04,18.12,1005.41,41.43,65.52,Warning
1657229,5.35,18.12,1005.40,41.45,65.55,Warning
1659247,5.35,18.12,1005.40,41.43,65.54,Warning
1661265,5.35,18.12,1005.40,41.45,65.57,Warning
1663283,5.35,18.12,1005.40,41.42,65.59,Warning
1665301,5.35,18.12,1005.39,41.40,65.68,Warning
1667319,5.35,18.12,1005.38,41.39,65.69,Warning
1669337,5.52,18.12,1005.38,41.37,65.69,Warning
1671355,5.52,18.12,1005.38,41.37,65.69,Warning
1673379,5.68,18.11,1005.38,41.40,65.73,Warning
1675397,5.68,18.11,1005.38,41.46,65.76,Warning
1677417,5.68,18.11,1005.37,41.49,65.81,Warning
1679435,5.84,18.11,1005.37,41.49,65.82,Warning
1681453,5.84,18.10,1005.37,41.49,65.85,Warning
1683471,6.01,18.10,1005.37,41.50,65.85,Warning
1685489,6.18,18.10,1005.37,41.49,65.83,Warning
1687507,6.01,18.10,1005.37,41.49,65.80,Warning
1689525,6.01,18.09,1005.37,41.49,65.81,Warning
1691543,6.35,18.09,1005.37,41.52,65.77,Warning
1693561,6.87,18.09,1005.38,41.58,65.77,Warning
1695579,7.05,18.09,1005.38,41.63,65.73,Warning
1697597,7.41,18.08,1005.38,41.61,65.71,Warning
1699617,7.59,18.08,1005.39,41.61,65.69,Warning
1701635,7.05,18.08,1005.38,41.59,65.69,Warning
1703653,6.52,18.08,1005.39,41.55,65.69,Warning
1705671,6.52,18.07,1005.39,41.55,65.65,Warning
1707689,7.05,18.07,1005.39,41.53,65.63,Warning
1709707,6.35,18.07,1005.39,41.53,65.63,Warning
1711725,5.84,18.07,1005.39,41.54,65.61,Warning
1713743,5.68,18.06,1005.39,41.55,65.63,Warning
1715761,5.52,18.06,1005.39,41.54,65.67,Warning
1717779,5.52,18.06,1005.38,41.54,65.69,Warning
1719799,5.52,18.06,1005.38,41.54,65.71,Warning
1721817,5.20,18.05,1005.38,41.54,65.76,Warning
1723835,5.04,18.05,1005.37,41.54,65.78,Warning
1725853,5.04,18.05,1005.38,41.52,65.75,Warning
1727871,5.35,18.05,1005.37,41.52,65.79,Warning
1729889,5.35,18.05,1005.37,41.54,65.82,Warning
1731907,7.05,18.04,1005.37,41.54,65.81,Warning
1733925,8.15,18.04,1005.37,41.62,65.84,Warning
1735943,8.73,18.04,1005.37,41.66,65.81,Warning
1737961,8.54,18.04,1005.37,41.71,65.83,Warning
1739979,8.93,18.04,1005.36,41.78,65.86,Warning
1741999,9.13,18.04,1005.37,41.78,65.85,Warning
1744016,8.93,18.03,1005.36,41.73,65.87,Warning
1746033,7.23,18.03,1005.36,41.73,65.91,Warning
1748050,6.35,18.03,1005.36,41.74,65.88,Warning
1750067,6.01,18.03,1005.37,41.69,65.82,Warning
1752084,6.01,18.03,1005.37,41.71,65.80,Warning
1754101,6.35,18.03,1005.37,41.66,65.82,Warning
1756118,6.69,18.02,1005.37,41.62,65.83,Warning
1758135,6.01,18.02,1005.37,41.64,65.80,Warning
1760152,5.52,18.02,1005.37,41.61,65.82,Warning
1762169,5.20,18.02,1005.37,41.57,65.78,Warning
1764195,5.35,18.02,1005.37,41.57,65.80,Warning
1766213,5.68,18.02,1005.37,41.55,65.80,Warning
1768231,5.68,18.01,1005.37,41.58,65.79,Warning
1770249,5.52,18.01,1005.37,41.57,65.80,Warning
1772267,5.35,18.01,1005.37,41.55,65.78,Warning
1774285,6.01,18.01,1005.37,41.56,65.79,Warning
1776303,6.18,18.00,1005.37,41.56,65.79,Warning
1778321,6.18,18.00,1005.38,41.57,65.76,Warning
1780339,5.84,18.00,1005.37,41.59,65.79,Warning
1782357,6.52,17.99,1005.37,41.63,65.83,Warning
1784377,6.18,17.99,1005.37,41.58,65.79,Warning
1786395,6.01,17.98,1005.38,41.62,65.76,Warning
1788413,6.18,17.98,1005.38,41.64,65.76,Warning
1790431,6.01,17.97,1005.37,41.70,65.78,Warning
1792449,6.35,17.97,1005.38,41.74,65.73,Warning
1794467,6.69,17.97,1005.38,41.74,65.71,Warning
1796485,7.05,17.96,1005.39,41.70,65.65,Warning
1798503,6.01,17.96,1005.39,41.71,65.66,Warning
1800521,5.52,17.95,1005.39,41.69,65.67,Warning
1802539,5.52,17.95,1005.39,41.72,65.62,Warning
1804557,5.68,17.95,1005.40,41.71,65.59,Warning
1806577,6.35,17.95,1005.40,41.71,65.58,Warning
1808595,6.87,17.94,1005.40,41.76,65.57,Warning
1810613,7.05,17.94,1005.40,41.75,65.58,Warning
1812631,7.05,17.94,1005.40,41.75,65.59,Warning
1814649,7.05,17.94,1005.40,41.76,65.58,Warning
1816667,7.05,17.93,1005.40,41.77,65.58,Warning
1818685,6.69,17.93,1005.40,41.77,65.59,Warning
1820703,6.18,17.93,1005.39,41.77,65.63,Warning
1822721,6.18,17.93,1005.39,41.76,65.63,Warning
1824739,6.18,17.92,1005.39,41.79,65.63,Warning
1826757,6.35,17.92,1005.39,41.79,65.65,Warning
1828777,6.35,17.92,1005.39,41.82,65.63,Warning
1830795,6.35,17.92,1005.39,41.84,65.65,Warning
1832813,7.23,17.91,1005.39,41.84,65.64,Warning
1834831,8.35,17.91,1005.39,41.83,65.62,Warning
1836849,7.59,17.91,1005.39,41.90,65.63,Warning
1838867,6.69,17.91,1005.40,41.92,65.60,Warning
1840885,6.52,17.91,1005.40,41.94,65.56,Warning
1842903,6.52,17.90,1005.40,41.96,65.55,Warning
1844921,6.52,17.90,1005.40,41.95,65.53,Warning
1846939,6.52,17.90,1005.40,41.93,65.52,Warning
1848959,6.87,17.89,1005.41,42.01,65.51,Warning
1850977,7.78,17.89,1005.41,42.04,65.46,Warning
1852995,8.54,17.89,1005.42,42.07,65.42,Warning
1855013,7.97,17.89,1005.42,42.08,65.37,Warning
1857031,7.41,17.88,1005.43,42.04,65.34,Warning
1859049,7.23,17.88,1005.43,41.98,65.30,Warning
1861067,7.23,17.88,1005.44,41.96,65.26,Warning
1863085,7.41,17.88,1005.43,41.95,65.28,Warning
1865103,7.23,17.88,1005.44,41.97,65.24,Warning
1867121,6.87,17.87,1005.44,41.96,65.23,Warning
1869139,6.69,17.87,1005.44,41.92,65.21,Warning
1871159,6.52,17.87,1005.44,41.92,65.20,Warning
1873177,6.18,17.87,1005.45,41.92,65.15,Warning
1875195,6.18,17.87,1005.45,41.92,65.11,Warning
1877213,6.35,17.86,1005.46,41.92,65.06,Warning
1879231,6.35,17.86,1005.46,41.91,65.02,Warning
1881249,6.35,17.86,1005.47,41.92,65.00,Warning
1883267,7.05,17.86,1005.47,41.93,64.97,Warning
1885285,7.23,17.85,1005.48,41.97,64.93,Warning
1887303,7.41,17.85,1005.48,41.98,64.90,Warning
1889321,7.41,17.85,1005.48,41.98,64.87,Warning
1891339,7.05,17.84,1005.49,41.98,64.83,Warning
1893359,6.87,17.84,1005.49,41.94,64.83,Warning
1895377,6.52,17.84,1005.49,41.94,64.79,Warning
1897395,6.35,17.83,1005.49,41.93,64.79,Warning
1899413,6.52,17.83,1005.49,41.92,64.78,Warning
1901431,7.23,17.83,1005.49,41.93,64.78,Warning
1903449,6.87,17.83,1005.50,41.96,64.76,Warning
1905467,6.52,17.82,1005.49,41.96,64.78,Warning
1907485,5.84,17.82,1005.49,41.95,64.84,Warning
1909503,5.84,17.82,1005.49,41.95,64.85,Warning
1911521,6.18,17.81,1005.48,41.99,64.87,Warning
1913541,6.35,17.81,1005.48,41.99,64.89,Warning
1915559,6.35,17.81,1005.48,42.01,64.91,Warning
1917606,6.18,17.81,1005.47,42.00,64.95,Warning
1919624,5.68,17.81,1005.48,42.00,64.93,Warning
1921642,6.01,17.80,1005.47,41.98,64.94,Warning
1923660,6.69,17.80,1005.47,42.04,64.95,Warning
1925678,6.69,17.80,1005.47,42.08,64.97,Warning
1927696,6.35,17.79,1005.47,42.06,64.96,Warning
1929714,6.01,17.79,1005.47,42.07,64.99,Warning
1931732,5.68,17.79,1005.47,42.09,64.98,Warning
1933750,5.68,17.79,1005.47,42.09,64.96,Warning
1935776,5.35,17.78,1005.47,42.07,64.96,Warning
1937794,5.35,17.78,1005.48,42.02,64.91,Warning
1939812,5.52,17.78,1005.48,42.03,64.89,Warning
1941830,5.52,17.78,1005.48,42.01,64.86,Warning
1943848,5.52,17.77,1005.49,42.02,64.82,Warning
1945866,6.87,17.77,1005.49,42.04,64.77,Warning
1947884,7.41,17.77,1005.50,42.07,64.69,Warning
1949902,6.35,17.77,1005.51,42.10,64.64,Warning
1951920,6.01,17.76,1005.52,42.08,64.59,Warning
1953938,5.84,17.76,1005.52,42.06,64.55,Warning
1955956,5.84,17.76,1005.53,42.06,64.47,Warning
1957976,6.01,17.76,1005.53,42.08,64.43,Warning
1959994,5.84,17.76,1005.54,42.09,64.38,Warning
1962012,5.68,17.75,1005.54,42.10,64.36,Warning
1964030,5.68,17.75,1005.54,42.13,64.37,Warning
