Timestamp(ms),CO_PPM,Temperature(C),Pressure(hPa),Humidity(%),Altitude(m),Status
1797266,2.67,17.58,996.68,56.42,138.85,Safe
1799284,2.67,17.58,996.69,56.49,138.81,Safe
1801329,2.67,17.58,996.69,56.54,138.79,Safe
1803347,2.67,17.58,996.69,56.58,138.78,Safe
1805365,2.67,17.58,996.69,56.59,138.76,Safe
1807383,2.67,17.58,996.69,56.59,138.78,Safe
1809401,2.67,17.58,996.69,56.57,138.78,Safe
1811419,2.67,17.58,996.69,56.57,138.80,Safe
1813437,2.55,17.58,996.69,56.61,138.77,Safe
1815457,2.67,17.58,996.69,56.63,138.75,Safe
1817475,2.67,17.58,996.70,56.58,138.74,Safe
1819493,2.67,17.58,996.70,56.51,138.71,Safe
1821511,2.55,17.58,996.70,56.46,138.70,Safe
1823529,2.67,17.58,996.71,56.43,138.67,Safe
1825547,2.67,17.58,996.70,56.42,138.69,Safe
1827565,2.55,17.58,996.71,56.53,138.66,Safe
1829583,2.67,17.58,996.71,56.54,138.66,Safe
1831601,2.67,17.58,996.71,56.58,138.65,Safe
1833619,2.67,17.58,996.70,56.70,138.68,Safe
1835637,2.67,17.58,996.70,56.71,138.69,Safe
1837655,2.67,17.58,996.70,56.72,138.70,Safe
1839675,2.55,17.58,996.70,56.76,138.71,Safe
1841693,2.55,17.58,996.70,56.77,138.71,Safe
1843711,2.55,17.58,996.70,56.76,138.72,Safe
1845729,2.55,17.58,996.70,56.73,138.71,Safe
1847747,2.67,17.58,996.71,56.73,138.67,Safe
1849765,2.55,17.58,996.71,56.73,138.67,Safe
1851783,2.55,17.58,996.71,56.77,138.64,Safe
1853801,2.55,17.58,996.71,56.81,138.64,Safe
1855819,2.55,17.58,996.71,56.78,138.64,Safe
1857837,2.55,17.58,996.71,56.79,138.62,Safe
1859855,2.55,17.58,996.71,56.81,138.62,Safe
1861881,2.67,17.58,996.71,56.77,138.61,Safe
1863899,2.67,17.58,996.72,56.78,138.58,Safe
1865917,2.67,17.58,996.72,56.79,138.58,Safe
1867935,2.55,17.58,996.72,56.79,138.57,Safe
1869953,2.55,17.58,996.72,56.77,138.54,Safe
1871971,2.55,17.58,996.72,56.78,138.52,Safe
1873989,2.67,17.58,996.72,56.78,138.51,Safe
1876007,2.55,17.58,996.73,56.81,138.50,Safe
1878025,2.55,17.58,996.73,56.82,138.50,Safe
1880043,2.67,17.58,996.73,56.83,138.44,Safe
1882061,2.55,17.58,996.73,56.83,138.44,Safe
1884081,2.67,17.58,996.74,56.85,138.41,Safe
1886099,2.55,17.57,996.73,56.82,138.43,Safe
1888117,2.67,17.57,996.74,56.83,138.40,Safe
1890135,2.67,17.57,996.74,56.78,138.38,Safe
1892153,2.67,17.57,996.74,56.78,138.36,Safe
1894171,2.67,17.57,996.74,56.81,138.34,Safe
1896189,2.67,17.57,996.74,56.79,138.36,Safe
1898207,2.67,17.57,996.74,56.77,138.37,Safe
1900225,2.55,17.57,996.74,56.76,138.37,Safe
1902243,2.67,17.57,996.74,56.71,138.41,Safe
1904261,2.67,17.57,996.74,56.71,138.41,Safe
1906279,2.67,17.57,996.73,56.73,138.42,Safe
1908299,2.67,17.57,996.74,56.72,138.39,Safe
1910317,2.67,17.56,996.73,56.71,138.43,Safe
1912335,2.67,17.56,996.74,56.68,138.41,Safe
1914353,2.67,17.56,996.74,56.68,138.38,Safe
1916371,2.67,17.56,996.74,56.75,138.38,Safe
1918389,2.55,17.56,996.74,56.73,138.38,Safe
1920407,2.55,17.56,996.74,56.77,138.35,Safe
1922425,2.55,17.56,996.75,56.75,138.32,Safe
1924443,2.55,17.56,996.75,56.71,138.31,Safe
1926461,2.55,17.56,996.74,56.73,138.34,Safe
1928479,2.55,17.56,996.75,56.77,138.33,Safe
1930499,2.67,17.56,996.74,56.77,138.34,Safe
1932517,2.67,17.56,996.74,56.76,138.33,Safe
1934535,2.67,17.56,996.74,56.72,138.33,Safe
1936553,2.55,17.55,996.74,56.69,138.37,Safe
1938571,2.55,17.55,996.75,56.73,138.32,Safe
1940589,2.67,17.55,996.74,56.77,138.35,Safe
1942607,2.67,17.55,996.74,56.77,138.35,Safe
1944625,2.67,17.55,996.74,56.74,138.37,Safe
1946643,2.67,17.55,996.74,56.73,138.37,Safe
1948661,2.67,17.55,996.74,56.73,138.35,Safe
1950679,2.55,17.55,996.74,56.71,138.35,Safe
1952697,2.55,17.55,996.74,56.78,138.40,Safe
1954717,2.55,17.55,996.74,56.82,138.40,Safe
1956735,2.67,17.55,996.74,56.80,138.37,Safe
1958753,2.67,17.55,996.74,56.78,138.37,Safe
1960771,2.67,17.55,996.74,56.75,138.34,Safe
1962789,2.67,17.55,996.74,56.77,138.34,Safe
1964807,2.67,17.55,996.74,56.77,138.33,Safe
1966825,2.55,17.55,996.74,56.77,138.34,Safe
1968843,2.55,17.55,996.75,56.74,138.30,Safe
1970861,2.55,17.55,996.75,56.73,138.30,Safe
1972879,2.67,17.55,996.74,56.75,138.33,Safe
1974897,2.67,17.55,996.74,56.78,138.33,Safe
1976917,2.67,17.55,996.74,56.79,138.36,Safe
1978935,2.67,17.55,996.74,56.80,138.36,Safe
1980953,2.67,17.55,996.74,56.83,138.41,Safe
1982971,2.67,17.55,996.74,56.84,138.41,Safe
1984989,2.67,17.55,996.73,56.84,138.44,Safe
1987007,2.67,17.55,996.73,56.83,138.48,Safe
1989025,2.67,17.55,996.73,56.84,138.48,Safe
1991043,2.67,17.55,996.72,56.79,138.51,Safe
1993061,2.67,17.55,996.72,56.82,138.54,Safe
1995079,2.67,17.55,996.72,56.84,138.52,Safe
1997097,2.67,17.55,996.72,56.85,138.55,Safe
1999117,2.67,17.55,996.71,56.85,138.63,Safe
2001135,2.67,17.55,996.71,56.85,138.66,Safe
2003153,2.67,17.55,996.71,56.86,138.66,Safe
2005171,2.67,17.55,996.71,56.89,138.66,Safe
2007189,2.67,17.55,996.71,56.88,138.65,Safe
2009207,2.67,17.55,996.71,56.90,138.65,Safe
2011225,2.67,17.54,996.71,56.90,138.67,Safe
2013243,2.67,17.54,996.71,56.90,138.64,Safe
2015261,2.67,17.54,996.71,56.89,138.59,Safe
2017279,2.67,17.54,996.71,56.88,138.59,Safe
2019297,2.67,17.54,996.72,56.86,138.57,Safe
2021315,2.67,17.54,996.72,56.89,138.57,Safe
2023335,2.67,17.54,996.72,56.89,138.56,Safe
2025353,2.67,17.54,996.72,56.86,138.57,Safe
2027371,2.67,17.54,996.72,56.88,138.54,Safe
2029389,2.67,17.54,996.72,56.88,138.55,Safe
2031407,2.67,17.54,996.72,56.91,138.55,Safe
2033425,2.67,17.54,996.72,56.91,138.51,Safe
2035443,2.67,17.54,996.72,56.88,138.52,Safe
2037461,2.67,17.54,996.73,56.85,138.49,Safe
2039479,2.67,17.54,996.72,56.86,138.51,Safe
2041497,2.67,17.54,996.72,56.88,138.52,Safe
2043515,2.67,17.54,996.72,56.95,138.53,Safe
2045548,2.67,17.54,996.72,56.93,138.53,Safe
2047566,2.67,17.54,996.72,56.92,138.56,Safe
2049584,2.67,17.54,996.72,56.92,138.55,Safe
2051602,2.67,17.54,996.72,56.92,138.58,Safe
2053620,2.67,17.54,996.71,56.95,138.61,Safe
2055638,2.67,17.54,996.71,56.98,138.63,Safe
2057656,2.67,17.54,996.71,57.04,138.60,Safe
2059674,2.67,17.54,996.71,57.06,138.58,Safe
2061692,2.67,17.54,996.72,57.09,138.56,Safe
2063710,2.67,17.53,996.71,57.07,138.59,Safe
2065728,2.67,17.53,996.72,57.04,138.58,Safe
2067748,2.67,17.53,996.72,57.04,138.55,Safe
2069766,2.67,17.53,996.72,57.03,138.53,Safe
2071784,2.67,17.53,996.72,56.99,138.53,Safe
2073802,2.67,17.53,996.72,57.08,138.54,Safe
2075820,2.67,17.53,996.72,57.24,138.55,Safe
2077838,2.67,17.53,996.72,57.22,138.54,Safe
2079856,2.67,17.53,996.72,57.19,138.58,Safe
2081874,2.67,17.53,996.71,57.20,138.60,Safe
2083892,2.67,17.53,996.71,57.21,138.63,Safe
2085910,2.67,17.53,996.71,57.21,138.62,Safe
2087928,2.67,17.53,996.71,57.21,138.60,Safe
2089946,2.67,17.53,996.71,57.19,138.59,Safe
2091966,2.67,17.53,996.72,57.17,138.56,Safe
2093984,2.67,17.53,996.72,57.15,138.53,Safe
2096002,2.67,17.53,996.72,57.14,138.50,Safe
2098020,2.67,17.53,996.73,57.15,138.49,Safe
2100038,2.67,17.53,996.73,57.20,138.50,Safe
2102056,2.67,17.53,996.73,57.21,138.47,Safe
2104074,2.67,17.53,996.73,57.27,138.46,Safe
2106092,2.67,17.53,996.74,57.25,138.41,Safe
2108110,2.67,17.53,996.74,57.31,138.37,Safe
2110128,2.67,17.53,996.75,57.31,138.33,Safe
2112146,2.67,17.53,996.75,57.32,138.33,Safe
2114166,2.67,17.53,996.74,57.34,138.34,Safe
2116184,2.67,17.53,996.75,57.33,138.33,Safe
2118202,2.67,17.53,996.75,57.34,138.33,Safe
2120220,2.67,17.53,996.74,57.33,138.35,Safe
2122238,2.67,17.53,996.74,57.32,138.34,Safe
2124256,2.67,17.53,996.74,57.32,138.35,Safe
2126274,2.67,17.53,996.74,57.31,138.37,Safe
2128292,2.67,17.53,996.74,57.26,138.35,Safe
2130310,2.67,17.53,996.74,57.31,138.38,Safe
2132328,2.67,17.53,996.74,57.33,138.38,Safe
2134346,2.67,17.53,996.74,57.40,138.41,Safe
2136364,2.67,17.53,996.73,57.42,138.44,Safe
2138384,2.67,17.53,996.73,57.38,138.46,Safe
2140402,2.67,17.53,996.73,57.37,138.46,Safe
2142420,2.67,17.52,996.72,57.34,138.53,Safe
2144438,2.67,17.52,996.72,57.33,138.53,Safe
2146456,2.67,17.52,996.72,57.37,138.50,Safe
2148474,2.67,17.52,996.72,57.40,138.55,Safe
2150492,2.67,17.52,996.72,57.46,138.54,Safe
2152510,2.67,17.52,996.72,57.40,138.54,Safe
2154528,2.67,17.52,996.72,57.39,138.54,Safe
2156546,2.67,17.52,996.71,57.37,138.59,Safe
2158564,2.67,17.52,996.71,57.39,138.60,Safe
2160584,2.67,17.52,996.71,57.37,138.60,Safe
2162602,2.67,17.52,996.72,57.37,138.57,Safe
2164620,2.67,17.52,996.72,57.38,138.56,Safe
2166638,2.67,17.52,996.72,57.49,138.57,Safe
2168656,2.67,17.52,996.71,57.59,138.61,Safe
2170674,2.67,17.52,996.71,57.55,138.61,Safe
2172692,2.67,17.52,996.71,57.52,138.62,Safe
2174710,2.67,17.51,996.71,57.50,138.66,Safe
2176728,2.67,17.51,996.71,57.50,138.66,Safe
2178746,2.67,17.51,996.70,57.51,138.69,Safe
2180764,2.67,17.51,996.70,57.50,138.67,Safe
2182784,2.67,17.51,996.71,57.51,138.64,Safe
2184802,2.67,17.51,996.71,57.47,138.64,Safe
2186820,2.67,17.51,996.70,57.51,138.69,Safe
2188838,2.67,17.51,996.70,57.51,138.68,Safe
2190856,2.67,17.51,996.70,57.50,138.69,Safe
2192874,2.67,17.51,996.70,57.46,138.71,Safe
2194892,2.67,17.51,996.70,57.53,138.71,Safe
2196910,2.67,17.51,996.70,57.56,138.71,Safe
2198928,2.67,17.51,996.70,57.56,138.72,Safe
2200946,2.67,17.51,996.69,57.63,138.77,Safe
2202964,2.67,17.51,996.69,57.74,138.78,Safe
2204982,2.67,17.51,996.69,57.78,138.79,Safe
2207002,2.67,17.51,996.69,57.71,138.81,Safe
2209020,2.67,17.51,996.68,57.70,138.84,Safe
2211038,2.67,17.51,996.68,57.65,138.88,Safe
2213056,2.67,17.51,996.67,57.65,138.94,Safe
2215074,2.67,17.51,996.67,57.64,138.95,Safe
2217092,2.67,17.51,996.67,57.67,138.98,Safe
2219110,2.67,17.51,996.67,57.71,138.96,Safe
2221128,2.67,17.51,996.67,57.76,138.98,Safe
2223146,2.67,17.51,996.67,57.83,138.98,Safe
2225164,2.67,17.51,996.67,57.87,139.00,Safe
2227182,2.67,17.51,996.67,57.88,138.97,Safe
2229208,2.67,17.51,996.67,57.86,138.98,Safe
2231226,2.67,17.51,996.67,57.86,139.00,Safe
2233244,2.67,17.51,996.66,57.87,139.03,Safe
2235262,2.67,17.50,996.66,57.86,139.07,Safe
2237280,2.67,17.50,996.66,57.81,139.03,Safe
2239298,2.67,17.50,996.66,57.90,139.01,Safe
2241316,2.67,17.50,996.66,57.96,139.03,Safe
2243334,2.67,17.51,996.67,57.96,138.99,Safe
2245352,2.67,17.51,996.66,57.98,139.01,Safe
2247370,2.67,17.51,996.66,57.98,139.01,Safe
2249388,2.67,17.51,996.66,57.96,139.03,Safe
2251408,2.67,17.51,996.66,58.03,139.03,Safe
2253426,2.67,17.51,996.66,58.05,139.03,Safe
2255444,2.67,17.51,996.66,58.05,139.05,Safe
2257462,2.67,17.51,996.66,58.06,139.02,Safe
2259480,2.67,17.51,996.66,58.09,139.03,Safe
2261498,2.67,17.51,996.66,58.08,139.08,Safe
2263516,2.67,17.51,996.65,58.02,139.11,Safe
2265534,2.67,17.51,996.65,58.05,139.11,Safe
2267552,2.67,17.51,996.65,58.04,139.11,Safe
2269570,2.67,17.51,996.65,58.04,139.11,Safe
2271588,2.67,17.51,996.65,58.04,139.12,Safe
2273606,2.67,17.50,996.64,58.00,139.18,Safe
2275626,2.67,17.50,996.64,58.00,139.20,Safe
2277644,2.67,17.50,996.64,57.99,139.24,Safe
2279662,2.67,17.50,996.63,57.98,139.27,Safe
2281680,2.67,17.50,996.63,58.00,139.32,Safe
2283698,2.67,17.50,996.63,57.98,139.33,Safe
2285716,2.67,17.50,996.62,57.99,139.36,Safe
2287734,2.67,17.50,996.62,57.99,139.41,Safe
2289767,2.67,17.50,996.62,57.97,139.42,Safe
2291785,2.67,17.50,996.62,57.97,139.42,Safe
2293803,2.67,17.50,996.62,57.96,139.41,Safe
2295821,2.67,17.50,996.61,58.00,139.43,Safe
2297841,2.67,17.50,996.61,58.03,139.44,Safe
2299859,2.67,17.50,996.61,58.20,139.46,Safe
2301877,2.67,17.50,996.61,58.10,139.48,Safe
2303895,2.67,17.50,996.61,58.06,139.48,Safe
2305913,2.67,17.50,996.60,58.06,139.51,Safe
2307931,2.67,17.50,996.60,58.15,139.51,Safe
2309949,2.67,17.50,996.61,58.15,139.50,Safe
2311967,2.67,17.50,996.61,58.12,139.48,Safe
2313985,2.67,17.50,996.61,58.10,139.48,Safe
2316003,2.67,17.50,996.60,58.12,139.53,Safe
2318021,2.67,17.50,996.60,58.11,139.53,Safe
2320039,2.67,17.50,996.60,58.14,139.54,Safe
2322059,2.67,17.50,996.60,58.15,139.52,Safe
2324077,2.67,17.50,996.60,58.21,139.53,Safe
2326095,2.67,17.50,996.60,58.26,139.55,Safe
2328113,2.67,17.50,996.60,58.19,139.55,Safe
2330131,2.67,17.50,996.60,58.16,139.58,Safe
2332149,2.67,17.50,996.59,58.15,139.63,Safe
2334167,2.67,17.50,996.59,58.14,139.63,Safe
2336185,2.67,17.50,996.59,58.10,139.66,Safe
2338203,2.67,17.50,996.58,58.06,139.68,Safe
2340221,2.67,17.50,996.58,58.08,139.68,Safe
2342239,2.67,17.50,996.58,58.12,139.73,Safe
2344259,2.67,17.50,996.57,58.17,139.78,Safe
2346277,2.67,17.50,996.57,58.12,139.79,Safe
2348295,2.67,17.50,996.58,58.06,139.76,Safe
2350313,2.67,17.50,996.58,58.08,139.76,Safe
2352331,2.67,17.50,996.58,58.12,139.74,Safe
2354349,2.67,17.50,996.57,58.10,139.77,Safe
2356367,2.67,17.50,996.57,58.11,139.80,Safe
2358385,2.67,17.50,996.57,58.12,139.81,Safe
2360403,2.67,17.50,996.57,58.18,139.84,Safe
2362421,2.67,17.50,996.57,58.14,139.82,Safe
2364439,2.67,17.50,996.56,58.04,139.89,Safe
2366459,2.67,17.50,996.57,58.03,139.85,Safe
2368477,2.67,17.50,996.56,58.00,139.89,Safe
2370495,2.67,17.50,996.55,57.92,139.95,Safe
2372513,2.67,17.50,996.56,57.88,139.92,Safe
2374531,2.67,17.50,996.56,57.88,139.92,Safe
2376549,2.67,17.51,996.56,57.86,139.92,Safe
2378567,2.67,17.51,996.56,57.83,139.91,Safe
2380585,2.67,17.51,996.56,57.82,139.90,Safe
2382603,2.67,17.51,996.56,57.82,139.93,Safe
2384621,2.67,17.51,996.56,57.81,139.93,Safe
2386639,2.67,17.51,996.56,57.75,139.92,Safe
2388657,2.67,17.51,996.55,57.71,139.95,Safe
2390677,2.67,17.52,996.55,57.67,139.95,Safe
2392695,2.67,17.52,996.55,57.56,139.98,Safe
2394713,2.67,17.52,996.55,57.54,139.98,Safe
2396731,2.67,17.52,996.55,57.56,139.98,Safe
2398749,2.67,17.52,996.55,57.70,139.99,Safe
2400767,2.67,17.52,996.55,57.81,140.00,Safe
2402785,2.67,17.52,996.55,58.03,139.98,Safe
2404803,2.67,17.52,996.55,58.12,140.00,Safe
2406821,2.67,17.52,996.55,58.12,140.01,Safe
2408839,2.67,17.52,996.55,58.13,140.00,Safe
2410857,2.67,17.52,996.55,58.21,139.98,Safe
2412883,2.67,17.52,996.55,58.18,139.98,Safe
2414901,2.67,17.52,996.55,58.22,139.97,Safe
2416919,2.67,17.52,996.55,58.32,139.95,Safe
2418937,2.67,17.52,996.55,58.40,139.94,Safe
2420955,2.80,17.52,996.55,58.34,139.95,Safe
2422973,2.67,17.52,996.55,58.38,139.95,Safe
2424991,2.67,17.52,996.55,58.34,139.95,Safe
2427009,2.67,17.52,996.55,58.39,139.94,Safe
2429027,2.67,17.52,996.55,58.34,139.94,Safe
2431045,2.67,17.52,996.55,58.29,139.96,Safe
2433063,2.67,17.52,996.55,58.25,139.98,Safe
2435081,2.67,17.52,996.55,58.25,139.96,Safe
2437097,2.80,17.52,996.55,58.33,139.96,Safe
2439115,2.80,17.52,996.56,58.34,139.93,Safe
2441133,2.80,17.52,996.56,58.29,139.92,Safe
2443151,2.80,17.52,996.55,58.11,139.94,Safe
2445169,2.80,17.52,996.56,57.99,139.91,Safe
2447187,2.80,17.52,996.56,57.93,139.88,Safe
2449205,2.80,17.52,996.56,58.07,139.88,Safe
2451223,2.80,17.52,996.56,58.23,139.90,Safe
2453241,2.80,17.52,996.56,58.15,139.88,Safe
2455259,2.80,17.52,996.56,58.13,139.87,Safe
2457277,2.80,17.52,996.56,58.19,139.85,Safe
2459297,2.80,17.52,996.56,58.08,139.87,Safe
2461315,2.80,17.52,996.56,58.07,139.88,Safe
2463333,2.80,17.52,996.56,58.26,139.87,Safe
2465351,2.80,17.52,996.56,58.22,139.88,Safe
2467369,2.80,17.52,996.57,58.10,139.83,Safe
2469387,2.80,17.52,996.57,58.15,139.83,Safe
2471405,2.80,17.52,996.57,58.25,139.80,Safe
2473423,2.80,17.52,996.57,58.38,139.78,Safe
2475441,2.80,17.52,996.57,58.39,139.78,Safe
2477459,2.80,17.52,996.57,58.38,139.77,Safe
2479477,2.80,17.52,996.57,58.40,139.77,Safe
2481497,2.80,17.52,996.57,58.45,139.80,Safe
2483515,2.80,17.52,996.57,58.42,139.79,Safe
2485533,2.80,17.52,996.58,58.55,139.75,Safe
2487551,2.67,17.52,996.58,58.52,139.72,Safe
2489569,2.80,17.52,996.58,58.60,139.69,Safe
2491587,2.80,17.52,996.59,58.60,139.68,Safe
2493605,2.80,17.52,996.59,58.58,139.65,Safe
2495623,2.80,17.52,996.59,58.57,139.65,Safe
2497641,2.80,17.52,996.59,58.52,139.61,Safe
2499659,2.80,17.52,996.59,58.34,139.61,Safe
2501677,2.80,17.52,996.59,58.39,139.60,Safe
2503695,2.67,17.52,996.59,58.37,139.60,Safe
2505715,2.80,17.52,996.59,58.34,139.61,Safe
2507733,2.80,17.51,996.59,58.32,139.65,Safe
2509751,2.80,17.51,996.59,58.41,139.66,Safe
2511769,2.80,17.51,996.59,58.69,139.68,Safe
2513787,2.80,17.51,996.58,58.52,139.69,Safe
2515805,2.80,17.51,996.58,58.38,139.69,Safe
2517823,2.80,17.51,996.58,58.31,139.69,Safe
2519841,2.80,17.51,996.58,58.50,139.70,Safe
2521859,2.80,17.51,996.58,58.52,139.70,Safe
2523877,2.80,17.51,996.58,58.60,139.69,Safe
2525895,2.80,17.52,996.59,58.57,139.67,Safe
2527915,2.80,17.52,996.58,58.45,139.68,Safe
2529933,2.67,17.52,996.58,58.46,139.68,Safe
2531951,2.80,17.52,996.58,58.51,139.68,Safe
2533969,2.80,17.52,996.58,58.38,139.68,Safe
2535993,2.80,17.52,996.59,58.26,139.67,Safe
2538011,2.80,17.52,996.59,58.22,139.67,Safe
2540029,2.80,17.51,996.59,58.15,139.66,Safe
2542047,2.80,17.52,996.60,58.20,139.58,Safe
2544065,2.80,17.52,996.60,58.19,139.55,Safe
2546083,2.80,17.51,996.60,58.31,139.59,Safe
2548101,2.80,17.51,996.59,58.56,139.62,Safe
2550121,2.80,17.51,996.59,58.73,139.66,Safe
2552139,2.80,17.51,996.59,58.88,139.63,Safe
2554157,2.67,17.51,996.59,58.72,139.63,Safe
2556175,2.80,17.51,996.59,58.63,139.64,Safe
2558193,2.80,17.51,996.59,58.58,139.64,Safe
2560211,2.80,17.51,996.59,58.50,139.63,Safe
2562229,2.80,17.51,996.58,58.45,139.69,Safe
2564247,2.80,17.51,996.58,58.49,139.69,Safe
2566265,2.80,17.51,996.58,58.43,139.73,Safe
2568283,2.80,17.51,996.58,58.34,139.76,Safe
2570301,2.80,17.51,996.57,58.31,139.80,Safe
2572319,2.80,17.51,996.57,58.27,139.80,Safe
2574339,2.80,17.51,996.57,58.15,139.81,Safe
2576357,2.80,17.51,996.56,58.11,139.87,Safe
2578375,2.80,17.51,996.56,58.03,139.90,Safe
2580393,2.80,17.51,996.56,57.80,139.90,Safe
2582411,2.80,17.51,996.56,58.14,139.89,Safe
2584429,2.80,17.51,996.55,57.97,139.95,Safe
2586447,2.80,17.51,996.56,58.13,139.93,Safe
2588465,2.80,17.51,996.56,58.32,139.90,Safe
2590483,3.71,17.52,996.56,58.90,139.93,Safe
2592501,7.05,17.52,996.53,59.08,140.16,Warning
2594519,7.78,17.53,996.50,59.19,140.37,Warning
2596545,9.33,17.54,996.48,58.53,140.55,Warning
2598563,19.18,17.54,996.48,58.24,140.59,Warning
2600581,3.05,17.55,996.48,58.46,140.58,Safe
2602599,3.05,17.56,996.48,58.42,140.57,Safe
2604617,3.05,17.57,996.48,58.31,140.58,Safe
2606635,3.05,17.58,996.47,58.19,140.63,Safe
Timestamp(ms),CO_PPM,Temperature(C),Pressure(hPa),Humidity(%),Altitude(m),Status
3154,2.92,17.70,996.46,58.22,140.71,Safe
5172,2.92,17.75,996.48,58.39,140.57,Safe
7190,2.92,17.75,996.48,58.76,140.61,Safe
9208,2.92,17.75,996.47,58.43,140.61,Safe
11228,2.92,17.76,996.47,58.35,140.61,Safe
13246,2.92,17.77,996.47,58.24,140.63,Safe
15264,2.92,17.78,996.47,58.10,140.62,Safe
17282,3.05,17.80,996.47,58.14,140.63,Safe
19300,2.92,17.82,996.47,58.12,140.64,Safe
21318,2.92,17.84,996.47,58.32,140.65,Safe
23336,2.80,17.86,996.46,58.34,140.69,Safe
25354,2.92,17.87,996.46,58.05,140.72,Safe
27372,2.92,17.89,996.46,58.10,140.75,Safe
29390,2.80,17.91,996.45,58.10,140.78,Safe
31408,2.80,17.92,996.45,58.06,140.80,Safe
33426,2.80,17.94,996.45,57.84,140.80,Safe
35446,2.80,17.95,996.45,57.68,140.84,Safe
37464,2.80,17.96,996.44,57.64,140.88,Safe
39482,2.92,17.97,996.44,57.92,140.89,Safe
41500,2.92,17.98,996.44,57.68,140.91,Safe
43518,2.92,17.99,996.44,57.74,140.93,Safe
45536,2.92,18.00,996.44,58.79,140.94,Safe
47554,2.92,18.01,996.44,59.06,140.94,Safe
49572,3.05,18.02,996.44,65.45,140.94,Safe
51590,3.05,18.03,996.44,64.90,140.95,Safe
53608,3.05,18.04,996.43,62.58,140.95,Safe
55626,3.05,18.05,996.44,60.54,140.94,Safe
57646,3.18,18.06,996.44,59.45,140.94,Safe
59664,2.92,18.06,996.44,58.91,140.91,Safe
61682,2.92,18.07,996.44,58.62,140.91,Safe
63700,2.92,18.08,996.44,58.54,140.92,Safe
